player1,player2,attempts,won_variants,attempts/win
ADrone,pianoblook,38,7,5.43
Aluap,antitelharsic,27,5,5.40
Amy2,wump,12,5,2.40
Amy2,Nitrate2,19,5,3.80
anser,nukelauncher,15,4,3.75
anser,william65537,4,2,2.00
asaelr,scharkbite,23,4,5.75
avanderwalde,rkass,42,14,3.00
BlueNovember,Pantheia,11,4,2.75
BlueNovember,Crux,5,2,2.50
ChristopheAF,Lanvin,50,13,3.85
Dr_Kakashi,kimbifille,66,18,3.67
Dr_Kakashi,asaelr,28,9,3.11
Dr_Kakashi,Floriman,51,17,3.00
Dr_Kakashi,IAMJEFF,80,12,6.67
Dr_Kakashi,Kyle,38,9,4.22
Dr_Kakashi,Valetta6789,27,8,3.38
Dr_Kakashi,scharkbite,26,10,2.60
Dr_Kakashi,RaKXeR,9,2,4.50
Dr_Kakashi,micerang,36,11,3.27
Dr_Kakashi,Fireheart,41,9,4.56
Dr_Kakashi,Livia,28,8,3.50
Durandal,HelanaAshryvr,6,0,NA
Durandal,Lanvin,5,0,NA
Durandal,squirrel1988,0,0,NA
emilyzhao,squidgetx,33,8,4.12
Fireheart,Valetta6789,40,11,3.64
Fireheart,Kyle,50,10,5.00
Fireheart,micerang,33,9,3.67
Fireheart,Zamiel,27,7,3.86
Fireheart,asaelr,9,5,1.80
Fireheart,Livia,26,4,6.50
Fireheart,scharkbite,29,9,3.22
Fireheart,IAMJEFF,47,9,5.22
Floriman,kimbifille,42,11,3.82
Floriman,Valetta6789,42,11,3.82
Floriman,asaelr,31,9,3.44
Floriman,Kyle,57,13,4.38
Floriman,florrat2,5,1,5.00
Floriman,RaKXeR,6,2,3.00
Floriman,scharkbite,38,15,2.53
florrat2,timotree,0,0,NA
florrat2,postmans,8,1,8.00
florrat2,sankala,8,1,8.00
HelanaAshryvr,Lanvin,46,9,5.11
HelanaAshryvr,squirrel1988,24,9,2.67
IAMJEFF,kimbifille,14,6,2.33
IAMJEFF,asaelr,11,6,1.83
IAMJEFF,Zamiel,23,7,3.29
IAMJEFF,Valetta6789,62,5,12.40
IAMJEFF,scharkbite,27,10,2.70
indego,melwen,22,3,7.33
Jake_Stiles,solarstar92,0,0,NA
kimbifille,pianoblook,49,23,2.13
kimbifille,piper,31,15,2.07
kimbifille,kooolant,51,15,3.40
Kyle,scharkbite,80,16,5.00
Kyle,asaelr,31,9,3.44
Kyle,Zamiel,39,6,6.50
Kyle,micerang,59,16,3.69
Kyle,TimeHoodie,48,13,3.69
Lanvin,VerySloppyTwo,26,10,2.60
Lanvin,Lel0uch,23,7,3.29
Lanvin,melwen,27,11,2.45
Lanvin,rz,45,12,3.75
Lanvin,indego,42,10,4.20
Lanvin,Wittvector,34,4,8.50
Lanvin,MangoPie,28,10,2.80
Lanvin,squirrel1988,21,6,3.50
Lel0uch,MarkusKahlsen,3,3,1.00
Lel0uch,melwen,51,16,3.19
Lel0uch,indego,50,13,3.85
Lel0uch,derekcheah,20,6,3.33
Lel0uch,squirrel1988,15,7,2.14
Lel0uch,frosty104,58,17,3.41
Libster,sjdrodge,24,5,4.80
Libster,timotree,3,2,1.50
Libster,Valetta6789,4,3,1.33
Libster,florrat2,38,6,6.33
Libster,RaKXeR,15,2,7.50
Libster,sankala,3,1,3.00
Libster,Zamiel,43,8,5.38
Libster,NoMercy,14,4,3.50
Libster,Razvogor,16,2,8.00
Libster,frog-kun,0,0,NA
Libster,Razgovor,54,4,13.50
Libster,NotRaKXeR,3,1,3.00
Livia,invarse,3,1,3.00
melwen,ntinta,74,27,2.74
melwen,squirrel1988,14,7,2.00
melwen,scharkbite,85,19,4.47
melwen,sephiroth,48,15,3.20
micerang,scharkbite,40,13,3.08
NoMercy,florrat2,10,4,2.50
NoMercy,Zamiel,13,5,2.60
Pablo-,nitawa,26,9,2.89
pianoblook,piper,57,22,2.59
RaKXeR,florrat2,13,1,13.00
RaKXeR,Valetta6789,66,1,66.00
RaKXeR,Zamiel,12,1,12.00
Razvogor,florrat2,8,3,2.67
rz,wump,34,11,3.09
Syrah,mugsly,23,4,5.75
Syrah,scepheo,21,4,5.25
TheDaniMan,indego,12,1,12.00
TheDaniMan,doeo,81,14,5.79
TheDaniMan,lilyxy,86,13,6.62
TimeHoodie,kimbifille,43,8,5.38
TimeHoodie,melwen,70,17,4.12
Valetta6789,florrat2,4,1,4.00
VerySloppyTwo,sephiroth,27,8,3.38
Zamiel,kimbifille,30,3,10.00
Zamiel,micerang,48,10,4.80
Zamiel,scharkbite,31,10,3.10
Zamiel,florrat2,20,6,3.33
Zamiel,sankala,6,1,6.00
