player1,player2,attempts,won_variants,attempts/win
ADrone,pianoblook,25,4,6.25
Aluap,antitelharsic,3,0,NA
Amy2,wump,16,5,3.20
Amy2,Nitrate2,11,0,NA
anser,nukelauncher,2,0,NA
anser,william65537,0,0,NA
asaelr,scharkbite,46,6,7.67
avanderwalde,rkass,40,3,13.33
BlueNovember,Pantheia,14,0,NA
BlueNovember,Crux,8,0,NA
ChristopheAF,Lanvin,40,7,5.71
Dr_Kakashi,kimbifille,81,10,8.10
Dr_Kakashi,asaelr,26,2,13.00
Dr_Kakashi,Floriman,49,8,6.12
Dr_Kakashi,IAMJEFF,45,5,9.00
Dr_Kakashi,Kyle,19,4,4.75
Dr_Kakashi,Valetta6789,27,6,4.50
Dr_Kakashi,scharkbite,21,5,4.20
Dr_Kakashi,RaKXeR,6,2,3.00
Dr_Kakashi,micerang,32,5,6.40
Dr_Kakashi,Fireheart,23,5,4.60
Dr_Kakashi,Livia,40,7,5.71
Durandal,HelanaAshryvr,0,0,NA
Durandal,Lanvin,2,0,NA
Durandal,squirrel1988,0,0,NA
emilyzhao,squidgetx,20,3,6.67
Fireheart,Valetta6789,71,13,5.46
Fireheart,Kyle,48,6,8.00
Fireheart,micerang,40,7,5.71
Fireheart,Zamiel,76,8,9.50
Fireheart,asaelr,57,6,9.50
Fireheart,Livia,21,3,7.00
Fireheart,scharkbite,49,11,4.45
Fireheart,IAMJEFF,51,6,8.50
Floriman,kimbifille,31,6,5.17
Floriman,Valetta6789,26,5,5.20
Floriman,asaelr,48,6,8.00
Floriman,Kyle,44,6,7.33
Floriman,florrat2,161,1,161.00
Floriman,RaKXeR,185,1,185.00
Floriman,scharkbite,48,5,9.60
florrat2,timotree,0,0,NA
florrat2,postmans,3,2,1.50
florrat2,sankala,30,2,15.00
HelanaAshryvr,Lanvin,33,10,3.30
HelanaAshryvr,squirrel1988,24,6,4.00
IAMJEFF,kimbifille,33,1,33.00
IAMJEFF,asaelr,42,4,10.50
IAMJEFF,Zamiel,34,3,11.33
IAMJEFF,Valetta6789,35,5,7.00
IAMJEFF,scharkbite,46,3,15.33
indego,melwen,36,8,4.50
Jake_Stiles,solarstar92,2,0,NA
kimbifille,pianoblook,76,11,6.91
kimbifille,piper,57,9,6.33
kimbifille,kooolant,13,2,6.50
Kyle,scharkbite,47,6,7.83
Kyle,asaelr,37,2,18.50
Kyle,Zamiel,56,6,9.33
Kyle,micerang,46,4,11.50
Kyle,TimeHoodie,26,4,6.50
Lanvin,VerySloppyTwo,33,4,8.25
Lanvin,Lel0uch,80,9,8.89
Lanvin,melwen,89,10,8.90
Lanvin,rz,36,6,6.00
Lanvin,indego,53,6,8.83
Lanvin,Wittvector,48,6,8.00
Lanvin,MangoPie,26,3,8.67
Lanvin,squirrel1988,27,5,5.40
Lel0uch,MarkusKahlsen,31,8,3.88
Lel0uch,melwen,154,19,8.11
Lel0uch,indego,130,26,5.00
Lel0uch,derekcheah,78,12,6.50
Lel0uch,squirrel1988,56,4,14.00
Lel0uch,frosty104,18,3,6.00
Libster,sjdrodge,47,0,NA
Libster,timotree,1,0,NA
Libster,Valetta6789,402,2,201.00
Libster,florrat2,42,2,21.00
Libster,RaKXeR,19,2,9.50
Libster,sankala,5,2,2.50
Libster,Zamiel,10,3,3.33
Libster,NoMercy,20,3,6.67
Libster,Razvogor,142,1,142.00
Libster,frog-kun,0,0,NA
Libster,Razgovor,216,1,216.00
Libster,NotRaKXeR,23,2,11.50
Livia,invarse,10,2,5.00
melwen,ntinta,225,49,4.59
melwen,squirrel1988,35,2,17.50
melwen,scharkbite,71,8,8.88
melwen,sephiroth,25,1,25.00
micerang,scharkbite,37,8,4.62
NoMercy,florrat2,21,2,10.50
NoMercy,Zamiel,50,4,12.50
Pablo-,nitawa,31,8,3.88
pianoblook,piper,59,12,4.92
RaKXeR,florrat2,23,2,11.50
RaKXeR,Valetta6789,158,3,52.67
RaKXeR,Zamiel,273,1,273.00
Razvogor,florrat2,139,1,139.00
rz,wump,29,9,3.22
Syrah,mugsly,8,1,8.00
Syrah,scepheo,6,1,6.00
TheDaniMan,indego,21,4,5.25
TheDaniMan,doeo,146,7,20.86
TheDaniMan,lilyxy,146,7,20.86
TimeHoodie,kimbifille,31,5,6.20
TimeHoodie,melwen,49,5,9.80
Valetta6789,florrat2,151,2,75.50
VerySloppyTwo,sephiroth,21,5,4.20
Zamiel,kimbifille,41,1,41.00
Zamiel,micerang,35,4,8.75
Zamiel,scharkbite,72,9,8.00
Zamiel,florrat2,17,4,4.25
Zamiel,sankala,178,1,178.00
