player1,player2,attempts,won_variants,attempts/win
ADrone,pianoblook,55,7,7.86
Aluap,antitelharsic,23,0,NA
Amy2,wump,14,2,7.00
Amy2,Nitrate2,15,0,NA
anser,nukelauncher,16,3,5.33
anser,william65537,2,0,NA
asaelr,scharkbite,46,6,7.67
avanderwalde,rkass,68,5,13.60
BlueNovember,Pantheia,5,0,NA
BlueNovember,Crux,3,0,NA
ChristopheAF,Lanvin,138,17,8.12
Dr_Kakashi,kimbifille,92,8,11.50
Dr_Kakashi,asaelr,67,8,8.38
Dr_Kakashi,Floriman,114,7,16.29
Dr_Kakashi,IAMJEFF,69,9,7.67
Dr_Kakashi,Kyle,83,8,10.38
Dr_Kakashi,Valetta6789,58,9,6.44
Dr_Kakashi,scharkbite,86,7,12.29
Dr_Kakashi,RaKXeR,28,2,14.00
Dr_Kakashi,micerang,93,10,9.30
Dr_Kakashi,Fireheart,60,9,6.67
Dr_Kakashi,Livia,32,6,5.33
Durandal,HelanaAshryvr,4,2,2.00
Durandal,Lanvin,10,3,3.33
Durandal,squirrel1988,2,0,NA
emilyzhao,squidgetx,73,4,18.25
Fireheart,Valetta6789,70,14,5.00
Fireheart,Kyle,65,7,9.29
Fireheart,micerang,73,11,6.64
Fireheart,Zamiel,116,8,14.50
Fireheart,asaelr,43,8,5.38
Fireheart,Livia,27,6,4.50
Fireheart,scharkbite,67,8,8.38
Fireheart,IAMJEFF,73,11,6.64
Floriman,kimbifille,77,11,7.00
Floriman,Valetta6789,69,11,6.27
Floriman,asaelr,86,11,7.82
Floriman,Kyle,123,14,8.79
Floriman,florrat2,9,1,9.00
Floriman,RaKXeR,26,2,13.00
Floriman,scharkbite,87,10,8.70
florrat2,timotree,18,0,NA
florrat2,postmans,33,4,8.25
florrat2,sankala,60,5,12.00
HelanaAshryvr,Lanvin,123,12,10.25
HelanaAshryvr,squirrel1988,81,14,5.79
IAMJEFF,kimbifille,41,4,10.25
IAMJEFF,asaelr,39,4,9.75
IAMJEFF,Zamiel,84,5,16.80
IAMJEFF,Valetta6789,36,7,5.14
IAMJEFF,scharkbite,63,6,10.50
indego,melwen,182,21,8.67
Jake_Stiles,solarstar92,2,1,2.00
kimbifille,pianoblook,95,14,6.79
kimbifille,piper,52,9,5.78
kimbifille,kooolant,43,4,10.75
Kyle,scharkbite,114,14,8.14
Kyle,asaelr,60,10,6.00
Kyle,Zamiel,137,8,17.12
Kyle,micerang,79,9,8.78
Kyle,TimeHoodie,90,8,11.25
Lanvin,VerySloppyTwo,110,12,9.17
Lanvin,Lel0uch,236,32,7.38
Lanvin,melwen,262,30,8.73
Lanvin,rz,121,19,6.37
Lanvin,indego,188,19,9.89
Lanvin,Wittvector,114,17,6.71
Lanvin,MangoPie,139,21,6.62
Lanvin,squirrel1988,123,9,13.67
Lel0uch,MarkusKahlsen,38,7,5.43
Lel0uch,melwen,347,41,8.46
Lel0uch,indego,281,28,10.04
Lel0uch,derekcheah,101,16,6.31
Lel0uch,squirrel1988,153,21,7.29
Lel0uch,frosty104,51,9,5.67
Libster,sjdrodge,62,1,62.00
Libster,timotree,18,0,NA
Libster,Valetta6789,27,2,13.50
Libster,florrat2,221,11,20.09
Libster,RaKXeR,121,5,24.20
Libster,sankala,73,5,14.60
Libster,Zamiel,251,10,25.10
Libster,NoMercy,329,7,47.00
Libster,Razvogor,107,5,21.40
Libster,frog-kun,0,0,NA
Libster,Razgovor,22,5,4.40
Libster,NotRaKXeR,23,3,7.67
Livia,invarse,5,1,5.00
melwen,ntinta,29,2,14.50
melwen,squirrel1988,138,16,8.62
melwen,scharkbite,87,14,6.21
melwen,sephiroth,54,5,10.80
micerang,scharkbite,60,9,6.67
NoMercy,florrat2,315,8,39.38
NoMercy,Zamiel,334,8,41.75
Pablo-,nitawa,45,6,7.50
pianoblook,piper,87,11,7.91
RaKXeR,florrat2,116,5,23.20
RaKXeR,Valetta6789,57,1,57.00
RaKXeR,Zamiel,76,4,19.00
Razvogor,florrat2,145,4,36.25
rz,wump,52,6,8.67
Syrah,mugsly,18,5,3.60
Syrah,scepheo,18,5,3.60
TheDaniMan,indego,42,5,8.40
TheDaniMan,doeo,92,5,18.40
TheDaniMan,lilyxy,93,5,18.60
TimeHoodie,kimbifille,58,8,7.25
TimeHoodie,melwen,119,17,7.00
Valetta6789,florrat2,57,2,28.50
VerySloppyTwo,sephiroth,48,5,9.60
Zamiel,kimbifille,97,4,24.25
Zamiel,micerang,122,7,17.43
Zamiel,scharkbite,188,11,17.09
Zamiel,florrat2,259,11,23.55
Zamiel,sankala,66,5,13.20
