variant,attempts,won
Pink & Dark Null (5 Suits),28,1
Pink & Dark Prism (5 Suits),20,1
Brown & Omni (5 Suits),19,1
Rainbow & Dark Brown (5 Suits),15,1
Rainbow & Cocoa Rainbow (5 Suits),14,1
Pink & White (5 Suits),10,1
Rainbow & Gray (5 Suits),10,1
Brown & Cocoa Rainbow (5 Suits),10,1
Rainbow & Dark Pink (5 Suits),9,1
Black & Omni (5 Suits),9,1
White & Dark Brown (5 Suits),9,1
Pink & Gray (5 Suits),8,1
White & Light Pink (5 Suits),8,1
White & Dark Null (5 Suits),8,1
White & Dark Rainbow (5 Suits),7,1
White & Dark Omni (5 Suits),7,1
Rainbow-Ones & Omni (5 Suits),6,1
Brown & Dark Rainbow (5 Suits),6,1
Pink & Prism (5 Suits),5,1
White & Omni (5 Suits),5,1
White & Null (5 Suits),5,1
Rainbow & Dark Null (5 Suits),4,1
Rainbow & Dark Prism (5 Suits),4,1
Pink & Dark Brown (5 Suits),4,1
Pink & Dark Omni (5 Suits),4,1
White & Prism (5 Suits),4,1
Brown & Muddy Rainbow (5 Suits),4,1
Brown & Gray (5 Suits),4,1
Rainbow & Dark Omni (5 Suits),3,1
White & Cocoa Rainbow (5 Suits),3,1
White & Gray Pink (5 Suits),3,1
White & Dark Prism (5 Suits),3,1
Brown & Gray Pink (5 Suits),3,1
Muddy-Rainbow-Ones & Dark Pink (5 Suits),2,1
Rainbow & Light Pink (5 Suits),2,1
Pink & Gray Pink (5 Suits),2,1
Pink & Dark Rainbow (5 Suits),2,1
Pink & Null (5 Suits),2,1
White & Muddy Rainbow (5 Suits),2,1
Brown & Null (5 Suits),2,1
Brown & Light Pink (5 Suits),2,1
Brown & Dark Pink (5 Suits),2,1
Brown & Dark Omni (5 Suits),2,1
Omni & Null (5 Suits),2,1
Omni & Muddy Rainbow (5 Suits),2,1
Omni & Light Pink (5 Suits),2,1
No Variant,1,1
Rainbow & Prism (5 Suits),1,1
Pink & Omni (5 Suits),1,1
Null (5 Suits),1,1
Pink & Cocoa Rainbow (5 Suits),1,1
White & Brown (5 Suits),1,1
White & Dark Pink (5 Suits),1,1
Brown & Prism (5 Suits),1,1
Brown & Dark Null (5 Suits),1,1
Brown & Dark Prism (5 Suits),1,1
Extremely Ambiguous & Omni (5 Suits),1,0
